RK,NAME,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS,LNG,TD,FF,FR,FTD
1132,Nik Needham MIA,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Deebo Samuel Sr. SF,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Josh Woods ATL,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Allen Lazard NYJ,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Evan Brown ARI,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Matthew Wright KC/SF,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jordan Akins CLE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,D'Ernest Johnson JAX,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Chris Brooks GB,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Chris Lindstrom ATL,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,KaVontae Turpin DAL,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Tanner Muse JAX,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Connor Williams SEA,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Blake Ferguson MIA,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jauan Jennings SF,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Scotty Miller PIT,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,DJ Moore CHI,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Duke Shelley NYG,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Tony Pollard TEN,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,James Proche II CLE,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Tyler Bass BUF,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Kevin Dotson LAR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Daniel Jones NYG,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Josh Allen BUF,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Britain Covey PHI,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Saquon Barkley PHI,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Michael Dickson SEA,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jake Bailey MIA,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Diontae Johnson BAL/CAR,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Bobby Price WSH,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jawaan Taylor KC,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Trayveon Williams CIN,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Zack Moss CIN,8,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Mitch Wishnowsky SF,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Justice Hill BAL,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Justin Herbert LAC,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Luke Wattenberg DEN,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Devin Duvernay JAX,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Corey Bojorquez CLE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jalen Hurts PHI,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Devin Singletary NYG,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Dillon Radunz TEN,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Cordell Volson CIN,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,William Kwenkeu BAL,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Curtis Robinson SF,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Miles Sanders CAR,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Blake Gillikin ARI,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Josh Jacobs GB,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,A.J. Brown PHI,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Alexander Mattison LV,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Ryan Van Demark BUF,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Tee Higgins CIN,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Travis Etienne Jr. JAX,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Cam Akers HOU/MIN,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Trenton Gill TB,8,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Noah Gray KC,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Brock Hoffman DAL,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Grant Calcaterra PHI,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Trey Sermon IND,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Brian Robinson Jr. WSH,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,DeVonta Smith PHI,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Tua Tagovailoa MIA,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jedrick Wills Jr. CLE,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Nephi Sewell NO,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Cody White SEA,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Josh Myers GB,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jonathan Taylor IND,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Aaron Banks SF,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Princeton Fant DAL,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Trey Smith KC,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Drew Dalman ATL,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Tucker Fisk LAC,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Dylan Parham LV,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Tim Jones JAX,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,McClendon Curtis SEA,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Matt Gay IND,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Andre Jones Jr. WSH,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jalen Tolbert DAL,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Andre' Sam PHI,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Demontrey Jacobs NE,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Rodney Williams PIT,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jake Tonges SF,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Aidan O'Connell LV,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Darren Hall ARI,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Justin Jefferson MIN,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Troy Hairston HOU,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jordan Mailata PHI,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Michael Woods II CLE,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Dameon Pierce HOU,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Antonio Gibson NE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Trevor Lawrence JAX,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jackson Carman MIA,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Tyrone Tracy Jr. NYG,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Trevor Denbow IND,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Kendall Williamson LAC,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Michael Wilson ARI,15,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0
1132,Brycen Tremayne WSH,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Tutu Atwell LAR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Antonio Grier Jr. TB,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Rashod Bateman BAL,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,David Martin-Robinson TEN,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Isaiah Likely BAL,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jeremy Ruckert NYJ,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Juice Scruggs HOU,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Romeo Doubs GB,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Evan Deckers TB,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Brock Purdy SF,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Anthony Johnson Jr. NYG,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Tanner McCalister DEN,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Christian Darrisaw MIN,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Cameron Dicker LAC,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Keaontay Ingram KC,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Bernhard Raimann IND,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Kelvin Joseph IND,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Damien Lewis CAR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Ben Brown NE,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Brodric Martin DET,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Dante Miller NYG,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Julius Chestnut TEN,15,0,1,1,0.0,0,0,0,0,0,0,0,0,1,0
1132,Andrei Iosivas CIN,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Mason McCormick PIT,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jaylen Waddle MIA,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Kevin Austin Jr. NO,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,British Brooks HOU,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Dallin Holker NO,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Kitan Oladapo GB,6,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Luke Goedeke TB,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Trey Lance DAL,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Matt Orzech GB,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Anthony Pittman DET/JAX,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jayden Daniels WSH,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,George Pickens PIT,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Ramel Keyton LV,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Sean Rhyan GB,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jonathan Mingo DAL/CAR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Davis Allen LAR,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Elijah Higgins ARI,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Sam Howell SEA,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Luke McCaffrey WSH,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,DeMario Douglas NE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Mohamed Kamara MIA,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Gabriel Murphy MIN,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Reddy Steward CHI,1,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
1132,Dontayvion Wicks GB,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Broderick Jones PIT,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Eli Ricks PHI,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Quentin Johnston LAC,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Anthony Richardson IND,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Peter Skoronski TEN,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,De'Von Achane MIA,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jaheim Bell NE,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Beau Brade BAL,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Zay Flowers BAL,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jahmyr Gibbs DET,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Patrick McMorris MIA,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Asim Richards DAL,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Brenton Strange JAX,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Kyren Williams LAR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jalen McMillan TB,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Roger Rosengarten BAL,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Rome Odunze CHI,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Drake Maye NE,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Amarius Mims CIN,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Marvin Harrison Jr. ARI,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Brian Thomas Jr. JAX,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Treylon Burks TEN,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Beaux Limmer LAR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Millard Bradford NO,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Devaughn Vele DEN,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Malik Washington MIA,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Garrett Wilson NYJ,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Wanya Morris KC,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Tucker Kraft GB,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Isaiah Land IND,10,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0
1132,T.J. Tampa BAL,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jacob Cowing SF,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Kendell Brooks TEN,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Tyreik McAllister LV,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Bucky Irving TB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Quinn Meinerz DEN,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Shane Zylstra DET,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Malachi Corley NYJ,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Keon Coleman BUF,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Xavier Worthy KC,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Bryce Young CAR,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Malik Heath GB,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jalin Hyatt NYG,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jalen Coker CAR,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Rachaad White TB,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Sam Webb LV,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Carson Steele KC,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jaleel McLaughlin DEN,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jackson Powers-Johnson LV,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jack Browning TB,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Dominick Puni SF,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Levi Drake Rodriguez MIN,2,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0
1400,Kalif Raymond DET,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1400,Ben Cleveland BAL,15,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1400,Adetokunbo Ogundeji PIT,3,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0
1400,Kingsley Jonathan BUF,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1400,Anders Carlson SF/NYJ,7,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
1400,Calvin Austin III PIT,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1400,Casey Rogers NYG,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
1400,Dwight McGlothern MIN,3,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0
1400,Jose Ramirez TB,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
