PLR_NAME,Player,Team ABR,Team,RK,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS.1,LNG,TD,FF,FR,FTD,Position,College,School,Conference
Eric Stokes,Eric Stokes,GB,Green Bay,338,14,25,11,36,0.0,0,0,0,0,0,0,0,0,0,0,DB,Georgia,Georgia,SEC
Kader Kohou,Kader Kohou,MIA,Miami,338,13,27,9,36,0.0,0,3,7,2,2,2,0,1,1,0,DB,Texas A&M-Commerce,Texas,SEC
Kingsley Enagbare,Kingsley Enagbare,GB,Green Bay,338,14,17,19,36,4.5,37,6,0,0,0,0,0,2,0,0,LB,South Carolina,South Carolina,SEC
Pat Surtain II,,DEN,,338,14,27,9,36,0.0,0,1,11,4,132,100,1,0,0,0,,,,
Mazi Smith,Mazi Smith,DAL,Dallas,338,15,19,17,36,0.5,4,3,0,0,0,0,0,0,0,0,DT,Michigan,Michigan,Big Ten
Jaylen McCollough,Jaylen McCollough,LAR,LA Rams,338,15,22,14,36,0.0,0,0,4,4,6,4,1,0,0,0,DB,Tennessee,Tennessee,SEC
Ronnie Hickman,Ronnie Hickman,CLE,Cleveland,338,12,25,11,36,0.0,0,1,1,0,0,0,0,0,1,0,DB,Ohio State,Ohio State,Big Ten
Rodney McLeod Jr.,Rodney McLeod,CLE,Cleveland,348,15,26,9,35,0.0,0,2,4,0,0,0,0,0,1,1,DB,Virginia,Virginia,ACC
Shaq Thompson,Shaq Thompson,CAR,Carolina,348,4,19,16,35,0.0,0,2,0,0,0,0,0,0,0,0,LB,Washington,Washington,Big Ten
Jonathan Bullard,Jonathan Bullard,MIN,Minnesota,348,15,18,17,35,0.0,0,6,2,0,0,0,0,0,0,0,DE,Florida,Florida,SEC
Anthony Nelson,Anthony Nelson,TB,Tampa Bay,348,15,22,13,35,3.0,21,5,1,0,0,0,0,1,1,0,LB,Iowa,Iowa,Big Ten
Matthew Judon,Matt Judon,ATL,Atlanta,348,15,20,15,35,4.5,33,5,5,1,27,27,1,0,0,0,LB,Grand Valley State,NC State,ACC
Quinnen Williams,Quinnen Williams,NYJ,NY Jets,348,14,24,11,35,6.0,50,8,0,0,0,0,0,0,0,0,DT,Alabama,Alabama,SEC
AJ Epenesa,A.J. Epenesa,BUF,Buffalo,348,15,19,16,35,5.0,44,6,2,0,0,0,0,2,0,0,DE,Iowa,Iowa,Big Ten
Brandin Echols,Brandin Echols,NYJ,NY Jets,348,14,25,10,35,0.0,0,1,3,2,0,0,0,0,1,0,DB,Kentucky,Kentucky,SEC
Jonah Elliss,Jonah Elliss,DEN,Denver,348,15,23,12,35,5.0,28,7,2,0,0,0,0,0,0,0,LB,Utah,Utah,Big 12
Kyle Van Noy,Kyle Van Noy,BAL,Baltimore,357,14,21,13,34,10.5,69,12,2,0,0,0,0,2,1,0,LB,Brigham Young,BYU,Big 12
Shaquill Griffin,Shaquill Griffin,MIN,Minnesota,357,15,27,7,34,0.0,0,1,6,2,28,28,0,0,0,0,DB,Central Florida,Florida,SEC
Marshon Lattimore,Marshon Lattimore,WSH/NO,Washington,357,9,25,9,34,0.0,0,0,5,0,0,0,0,0,0,0,DB,Ohio State,Ohio State,Big Ten
Donte Jackson,Donte Jackson,PIT,Pittsburgh,357,14,24,10,34,0.0,0,2,8,5,88,49,0,0,1,0,DB,Louisiana State,Louisiana,Sun Belt
Krys Barnes,Krys Barnes,ARI,Arizona,357,15,19,15,34,2.0,5,3,0,0,0,0,0,0,0,0,LB,UCLA,UCLA,Big Ten
Alex Highsmith,Alex Highsmith,PIT,Pittsburgh,357,9,21,13,34,6.0,40,9,1,0,0,0,0,1,0,0,LB,North Carolina-Charlotte,North Carolina,ACC
Boye Mafe,Boye Mafe,SEA,Seattle,357,13,19,15,34,6.0,59,8,3,0,0,0,0,1,0,0,LB,Minnesota,Minnesota,Big Ten
Arnold Ebiketie,Arnold Ebiketie,ATL,Atlanta,357,15,22,12,34,5.0,15,6,2,0,0,0,0,0,1,0,LB,Penn State,Penn St.,Big Ten
Cam Hart,Cam Hart,LAC,LA Chargers,357,12,25,9,34,0.5,1,0,6,0,0,0,0,1,0,0,DB,Notre Dame,Notre Dame,FBS Independent
Derick Hall,Derick Hall,SEA,Seattle,357,15,19,15,34,7.0,39,5,0,0,0,0,0,2,1,1,LB,Auburn,Auburn,SEC
Byron Murphy II,Byron Murphy,SEA,Minnesota,357,12,10,24,34,0.5,5,2,0,0,0,0,0,0,0,0,DB,Washington,Washington,Big Ten
Byron Murphy II,Byron Murphy,SEA,Seattle,357,12,10,24,34,0.5,5,2,0,0,0,0,0,0,0,0,DT,Texas,Texas,SEC
Will Anderson Jr.,Will Anderson,HOU,Houston,357,13,25,9,34,10.5,82,14,1,0,0,0,0,1,1,0,DE,Alabama,Alabama,SEC
Dante Fowler Jr.,Dante Fowler Jr.,WSH,Washington,369,15,22,11,33,9.5,64,13,1,1,67,67,1,1,0,0,LB,Florida,Florida,SEC
Luke Gifford,Luke Gifford,TEN,Tennessee,369,14,23,10,33,0.0,0,1,1,1,0,0,0,0,0,0,LB,Nebraska,Nebraska,Big Ten
Marcus Williams,Marcus Williams,BAL,Baltimore,369,11,26,7,33,0.0,0,1,2,0,0,0,0,0,1,0,DB,Utah,Utah,Big 12
Charles Snowden,Charles Snowden,LV,Las Vegas,369,14,14,19,33,1.5,14,3,4,0,0,0,0,0,0,0,DE,Virginia,Virginia,ACC
Odafe Oweh,Kool-Aid McKinstry,BAL,New Orleans Saints,369,15,20,13,33,8.0,56,7,0,0,0,0,0,1,0,0,CB,Alabama,Alabama,SEC
Otito Ogbonnia,Otito Ogbonnia,LAC,LA Chargers,369,15,13,20,33,0.0,0,0,0,0,0,0,0,0,0,0,DT,UCLA,UCLA,Big Ten
Josh Jobe,Josh Jobe,SEA,Seattle,369,9,25,8,33,0.0,0,0,7,1,33,33,0,0,0,0,DB,Alabama,Alabama,SEC
Jack Sanborn,Jack Sanborn,CHI,Chicago,369,15,17,16,33,1.5,9,2,3,0,0,0,0,0,0,0,LB,Wisconsin,Wisconsin,Big Ten
George Karlaftis,George Karlaftis,KC,Kansas City,369,15,19,14,33,7.0,36,8,4,0,0,0,0,0,0,0,DE,Purdue,Purdue,Big Ten
Kool-Aid McKinstry,Jeremiah Ledbetter,NO,Jacksonville Jaguars,369,12,26,7,33,0.0,0,2,5,0,0,0,0,0,0,0,DT,Arkansas,Arkansas,SEC
Troy Hill,Troy Hill,TB/CAR,Tampa Bay,379,8,20,12,32,0.0,0,1,1,0,0,0,0,0,0,0,DB,Oregon,Oregon,Big Ten
Za'Darius Smith,Za'Darius Smith,CLE/DET,Detroit,379,15,19,13,32,8.0,50,8,0,0,0,0,0,0,0,0,DE,Kentucky,Kentucky,SEC
Khalen Saunders,Khalen Saunders,NO,New Orleans,379,10,14,18,32,2.0,18,2,1,1,37,37,0,0,0,0,DT,Western Illinois,Illinois,Big Ten
Kenny Clark,Kenny Clark,GB,Green Bay,379,14,18,14,32,1.0,7,4,1,0,0,0,0,0,2,0,DT,UCLA,UCLA,Big Ten
Jeremiah Ledbetter,Jeremiah Ledbetter,JAX,Jacksonville,379,13,19,13,32,2.0,15,8,0,0,0,0,0,0,0,0,DT,Arkansas,Arkansas,SEC
Dorance Armstrong,Dorance Armstrong,WSH,Washington,379,14,17,15,32,4.0,23,5,0,0,0,0,0,1,0,0,DE,Kansas,Kansas,Big 12
Nathan Shepherd,Nathan Shepherd,NO,New Orleans,379,14,13,19,32,1.5,11,3,0,0,0,0,0,0,0,0,DT,Fort Hays State,NC State,ACC
Samuel Womack III,Sam Womack,IND,Indianapolis,379,15,22,10,32,0.0,0,0,9,2,4,4,0,0,0,0,DB,Toledo,Toledo,MAC
Jarrian Jones,Jarrian Jones,JAX,Jacksonville,379,15,24,8,32,1.0,9,1,7,1,0,0,0,0,0,0,DB,Florida State,Florida,SEC
Demani Richardson,Demani Richardson,CAR,Carolina,379,12,20,12,32,0.0,0,0,2,1,3,3,0,0,0,0,DB,Texas A&M,Texas A&M,SEC
Dadrion Taylor-Demerson,Dadrion Taylor,ARI,Arizona,379,15,20,12,32,0.0,0,2,5,0,0,0,0,0,0,0,DB,Texas Tech,Texas Tech,Big 12
Clark Phillips III,Clark Phillips,ATL,Atlanta,379,14,25,7,32,0.0,0,2,3,1,45,45,0,1,1,0,DB,Utah,Utah,Big 12
Cole Bishop,Cole Bishop,BUF,Buffalo,379,14,19,13,32,0.0,0,1,1,0,0,0,0,1,0,0,DB,Utah,Utah,Big 12
Jaylen Watson,Jaylen Watson,KC,Kansas City,379,6,21,11,32,0.0,0,0,6,0,12,0,0,0,0,0,DB,Washington State,Washington,Big Ten
Alex Singleton,Alex Singleton,DEN,Denver,393,3,17,14,31,0.0,0,1,1,1,21,21,0,0,0,0,LB,Montana State,NC State,ACC
Damontae Kazee,Damontae Kazee,PIT,Pittsburgh,393,13,22,9,31,0.0,0,0,2,1,5,5,0,0,0,0,DB,San Diego State,San Diego St.,Mountain West
Micheal Clemons,Micheal Clemons,NYJ,NY Jets,393,15,15,16,31,4.5,40,4,0,0,0,0,0,1,0,0,DE,Texas A&M,Texas A&M,SEC
Chad Muma,Chad Muma,JAX,Jacksonville,393,15,12,19,31,0.0,0,0,0,0,0,0,0,0,0,0,LB,Wyoming,Wyoming,Mountain West
Laiatu Latu,Laiatu Latu,IND,Indianapolis,393,15,16,15,31,4.0,23,5,1,0,0,0,0,3,1,0,DE,UCLA,UCLA,Big Ten
Jaylon Carlies,Jaylon Carlies,IND,Indianapolis,393,8,20,11,31,1.0,8,2,1,0,0,0,0,0,0,0,LB,Missouri,Missouri,SEC
Preston Smith,Preston Smith,PIT/GB,Pittsburgh,399,16,11,19,30,3.5,22,4,0,0,0,0,0,0,0,0,LB,Mississippi State,Mississippi St.,SEC
Maliek Collins,Maliek Collins,SF,San Francisco,399,15,18,12,30,5.0,37,4,0,0,0,0,0,0,2,0,DT,Nebraska,Nebraska,Big Ten
Eddie Jackson,Jackson Powers-Johnson,BAL,Las Vegas,399,9,18,12,30,0.0,0,1,1,0,0,0,0,0,0,0,OG,Oregon,Oregon,Big Ten
Nick Scott,Nick Scott,CAR,Carolina,399,8,16,14,30,0.0,0,0,2,0,0,0,0,0,0,0,DB,Penn State,Penn St.,Big Ten
Da'Shawn Hand,Da'Shawn Hand,MIA,Miami,399,15,20,10,30,1.0,5,5,1,0,0,0,0,1,0,0,DT,Alabama,Alabama,SEC
J.J. Russell,J.J. Russell,TB,Tampa Bay,399,14,18,12,30,0.0,0,0,1,0,0,0,0,0,1,0,LB,Memphis,Memphis,The American
Isaiah McGuire,Isaiah McGuire,CLE,Cleveland,399,14,14,16,30,1.5,23,6,0,0,0,0,0,3,0,0,DE,Missouri,Missouri,SEC
Dell Pettus,Dell Pettus,NE,New England,399,15,16,14,30,1.0,7,1,1,0,0,0,0,0,0,0,DB,Troy State,Troy,Sun Belt
Dee Winters,Dee Winters,SF,San Francisco,399,13,20,10,30,0.0,0,0,4,0,0,0,0,0,0,0,LB,Texas Christian,Texas,SEC
Decamerion Richardson,Decamerion Richardson,LV,Las Vegas,399,10,19,11,30,0.0,0,1,2,0,0,0,0,0,0,0,DB,Mississippi State,Mississippi St.,SEC
Tavius Robinson,Tavius Robinson,BAL,Baltimore,399,15,12,18,30,3.5,17,4,1,0,0,0,0,0,0,0,LB,Mississippi,Mississippi St.,SEC
Mario Edwards Jr.,Mario Edwards Jr.,HOU,Houston,410,11,11,18,29,2.0,18,2,2,0,0,0,0,0,2,0,DT,Florida State,Florida,SEC
Amani Oruwariye,Amani Oruwariye,DAL,Dallas,410,7,23,6,29,0.0,0,1,3,1,0,0,0,0,0,0,DB,Penn State,Penn St.,Big Ten
Lorenzo Carter,Lorenzo Carter,ATL,Atlanta,410,11,20,9,29,0.0,0,1,0,0,0,0,0,1,0,0,LB,Georgia,Georgia,SEC
Montez Sweat,Montez Sweat,CHI,Chicago,410,14,17,12,29,4.5,30,8,2,0,0,0,0,1,0,0,DE,Mississippi State,Mississippi St.,SEC
Tim Settle Jr.,Tim Settle,HOU,Houston,410,15,23,6,29,5.0,41,10,0,0,0,0,0,0,1,0,DT,Virginia Tech,Virginia Tech,ACC
Devon Key,Devon Key,DEN,Denver,410,15,14,15,29,1.0,0,0,0,0,0,0,0,0,0,0,DB,Western Kentucky,Kentucky,SEC
Darnay Holmes,Darnay Holmes,LV,Las Vegas,410,15,14,15,29,1.0,8,2,3,0,0,0,0,0,0,0,DB,UCLA,UCLA,Big Ten
Keeanu Benton,Keeanu Benton,PIT,Pittsburgh,410,15,12,17,29,0.0,0,1,6,1,11,11,0,0,1,0,DT,Wisconsin,Wisconsin,Big Ten
Sam Okuayinonu,Sam Okuayinonu,SF,San Francisco,410,14,21,8,29,3.0,15,5,1,0,0,0,0,1,0,0,DT,Maryland,Maryland,Big Ten
DJ Turner II,DJ Turner,CIN,Cincinnati,410,11,24,5,29,0.0,0,1,8,0,0,0,0,0,0,0,DB,Michigan,Michigan,Big Ten
Nate Wiggins,Nate Wiggins,BAL,Baltimore,410,13,21,8,29,0.0,0,0,11,0,0,0,0,1,0,0,DB,Clemson,Clemson,ACC
Lukas Van Ness,Lukas Van Ness,GB,Green Bay,410,14,20,9,29,3.0,6,6,0,0,0,0,0,1,1,0,LB,Iowa,Iowa,Big Ten
Johnathan Hankins,Johnathan Hankins,SEA,Seattle,422,15,14,14,28,1.0,8,5,1,1,0,0,0,0,0,0,DT,Ohio State,Ohio State,Big Ten
Levi Wallace,Levi Wallace,DEN,Denver,422,13,20,8,28,0.0,0,0,2,0,0,0,0,0,0,0,DB,Alabama,Alabama,SEC
K'Lavon Chaisson,K'Lavon Chaisson,LV,Las Vegas,422,13,16,12,28,4.0,29,6,2,1,0,0,0,0,0,0,DE,Louisiana State,Louisiana,Sun Belt
Dayo Odeyingbo,Dayo Odeyingbo,IND,Indianapolis,422,15,13,15,28,3.0,20,7,0,0,0,0,0,2,1,0,DE,Vanderbilt,Vanderbilt,SEC
DaRon Bland,DaRon Bland,DAL,Dallas,422,5,18,10,28,0.0,0,0,4,0,0,0,0,1,1,0,DB,Fresno State,Fresno St.,Mountain West
Claudin Cherelus,Claudin Cherelus,CAR,Carolina,422,13,13,15,28,0.0,0,0,0,0,0,0,0,0,0,0,LB,Alcorn State,NC State,ACC
Damone Clark,Damone Clark,DAL,Dallas,422,13,16,12,28,0.5,4,1,1,0,0,0,0,0,0,0,LB,Louisiana State,Louisiana,Sun Belt
Azeez Ojulari,Azeez Ojulari,NYG,NY Giants,422,11,12,16,28,6.0,31,7,0,0,0,0,0,0,1,0,LB,Georgia,Georgia,SEC
Kris Jenkins Jr.,Kris Jenkins,CIN,Cincinnati,422,13,10,18,28,3.0,15,3,0,0,0,0,0,0,0,0,DT,Michigan,Michigan,Big Ten
Joshua Williams,Joshua Williams,KC,Kansas City,422,15,17,11,28,1.0,12,2,3,0,0,0,0,0,0,0,DB,Fayetteville State,NC State,ACC
Chris Board,Chris Board,BAL,Baltimore,432,15,15,12,27,0.0,0,1,0,0,0,0,0,0,0,0,LB,North Dakota State,NC State,ACC
Jerry Tillery,Jerry Tillery,MIN,Minnesota,432,15,12,15,27,0.0,0,1,2,0,0,0,0,0,0,0,DT,Notre Dame,Notre Dame,FBS Independent
D.J. Wonnum,D.J. Wonnum,CAR,Carolina,432,6,15,12,27,4.0,30,4,1,0,0,0,0,1,0,0,LB,South Carolina,South Carolina,SEC
Roy Lopez,Roy Lopez,ARI,Arizona,432,14,10,17,27,1.0,10,4,3,0,0,0,0,1,1,0,DT,Arizona,Arizona,Big 12
Talanoa Hufanga,Talanoa Hufanga,SF,San Francisco,432,5,11,16,27,0.0,0,1,0,0,0,0,0,0,0,0,DB,Southern California,Southern California,Big Ten
Greg Newsome II,Greg Newsome,CLE,Cleveland,432,13,24,3,27,0.0,0,0,5,1,-2,-2,0,0,0,0,DB,Northwestern,Northwestern,Big Ten
Caelen Carson,Caelen Carson,DAL,Dallas,432,6,24,3,27,0.0,0,0,4,0,0,0,0,0,0,0,DB,Wake Forest,Wake Forest,ACC
Owen Pappoe,Owen Pappoe,ARI,Arizona,432,14,18,9,27,0.0,0,0,2,0,0,0,0,1,0,0,LB,Auburn,Auburn,SEC
Anfernee Orji,Anfernee Orji,NO,New Orleans,432,14,15,12,27,0.0,0,2,0,0,0,0,0,0,0,0,LB,Vanderbilt,Vanderbilt,SEC
Bud Dupree,Tershawn Wharton,LAC,Kansas City Chiefs,441,15,17,9,26,6.0,30,6,2,1,0,0,0,1,0,0,DT,Missouri S&T,Missouri,SEC
Arik Armstead,Arik Armstead,JAX,Jacksonville,441,15,21,5,26,2.0,11,3,1,0,0,0,0,0,0,0,DE,Oregon,Oregon,Big Ten
Deatrich Wise Jr.,Deatrich Wise,NE,New England,441,13,15,11,26,5.0,26,5,3,0,0,0,0,0,0,0,DE,Arkansas,Arkansas,SEC
L.J. Collier,L.J. Collier,ARI,Arizona,441,15,10,16,26,3.5,19,4,1,0,0,0,0,0,1,0,DE,Texas Christian,Texas,SEC
Ashtyn Davis,Ashtyn Davis,NYJ,NY Jets,441,13,17,9,26,0.0,0,3,0,0,0,0,0,0,0,0,DB,California,California,ACC
Tershawn Wharton,Tershawn Wharton,KC,Kansas City,441,15,17,9,26,5.5,37,6,2,0,0,0,0,1,0,0,DT,Missouri-Rolla,Missouri,SEC
Will McDonald IV,Will McDonald,NYJ,NY Jets,441,15,17,9,26,10.0,68,10,2,0,0,0,0,2,1,0,DE,Iowa State,Iowa,Big Ten
Jonah Laulu,Jonah Laulu,LV,Las Vegas,441,15,12,14,26,1.0,10,2,3,0,0,0,0,0,0,0,DT,Oklahoma,Oklahoma,SEC
Teair Tart,Teair Tart,LAC,LA Chargers,441,15,14,12,26,1.0,11,5,2,1,4,4,0,1,1,0,DT,Florida International,Florida,SEC
Tyler Davis,Tyler Davis,LAR,Green Bay,441,14,12,14,26,0.5,2,2,0,0,0,0,0,0,0,0,TE,Georgia Tech,Georgia Tech,ACC
Tyler Davis,Tyler Davis,LAR,LA Rams,441,14,12,14,26,0.5,2,2,0,0,0,0,0,0,0,0,DE,Clemson,Clemson,ACC
Jakorian Bennett,Jakorian Bennett,LV,Las Vegas,441,10,15,11,26,0.0,0,0,8,0,0,0,0,0,0,0,DB,Maryland,Maryland,Big Ten
Cameron Jordan,Cameron Jordan,NO,New Orleans,452,14,11,14,25,3.0,16,3,4,1,0,0,0,0,0,0,DE,California,California,ACC
Morgan Fox,Morgan Fox,LAC,LA Chargers,452,15,19,6,25,3.5,27,4,1,0,0,0,0,0,0,0,DE,Colorado State-Pueblo,Colorado,Big 12
Solomon Thomas,Solomon Thomas,NYJ,NY Jets,452,14,14,11,25,3.5,17,4,1,0,0,0,0,1,0,0,DE,Stanford,Stanford,ACC
Dre'Mont Jones,Dre'Mont Jones,SEA,Seattle,452,15,13,12,25,4.0,35,7,1,0,0,0,0,1,0,0,DE,Ohio State,Ohio State,Big Ten
Chazz Surratt,Chazz Surratt,NYJ,NY Jets,452,15,17,8,25,0.0,0,2,0,0,0,0,0,0,0,0,LB,North Carolina,North Carolina,ACC
Ed Oliver,Ed Oliver,BUF,Buffalo,452,13,11,14,25,2.0,11,2,0,0,0,0,0,2,0,0,DT,Houston,Houston,Big 12
T.J. Slaton,Storm Duck,GB,Miami Dolphins,452,14,11,14,25,1.0,1,1,0,0,0,0,0,0,0,0,CB,Louisville,Louisville,ACC
Chase Young,Chase Young,NO,New Orleans,452,14,16,9,25,5.5,30,8,2,0,0,0,0,1,0,0,DE,Ohio State,Ohio State,Big Ten
Willie Gay,Willie Gay,NO,New Orleans,452,13,18,7,25,2.0,8,2,3,0,0,0,0,1,2,0,LB,Mississippi State,Mississippi St.,SEC
Alim McNeill,Alim McNeill,DET,Detroit,452,14,17,8,25,3.5,29,7,1,0,0,0,0,1,0,0,DT,North Carolina State,North Carolina,ACC
Tyler Lacy,Tyler Lacy,JAX,Jacksonville,452,13,10,15,25,0.0,0,2,0,0,0,0,0,0,0,0,DT,Oklahoma State,Oklahoma,SEC
Dax Hill,Kamu Grugier-Hill,CIN,Minnesota,452,5,20,5,25,1.0,1,1,2,0,0,0,0,0,0,0,LB,Eastern Illinois,Illinois,Big Ten
Storm Duck,Storm Duck,MIA,Miami,452,12,17,8,25,0.0,0,1,2,0,0,0,0,0,0,0,DB,Louisville,Louisville,ACC
Mike Pennel Jr.,Mike Pennel,KC,Kansas City,465,15,10,14,24,3.0,6,3,0,0,0,0,0,1,0,0,DT,Colorado State-Pueblo,Colorado,Big 12
Folorunso Fatukasi,Folorunso Fatukasi,HOU,Houston,465,11,16,8,24,1.0,2,4,0,0,0,0,0,0,0,0,DT,Connecticut,UConn,FBS Independent
Adoree' Jackson,Adoree' Jackson,NYG,NY Giants,465,12,15,9,24,0.0,0,1,4,0,0,0,0,1,1,0,DB,Southern California,Southern California,Big Ten
James Smith-Williams,James Smith-Williams,ATL,Atlanta,465,10,12,12,24,1.0,6,7,0,0,0,0,0,0,0,0,DE,North Carolina State,North Carolina,ACC
Darrell Taylor,Darrell Taylor,CHI,Chicago,465,14,17,7,24,2.0,18,2,2,0,0,0,0,1,0,0,LB,Tennessee,Tennessee,SEC
Quinton Bell,Quinton Bell,MIA,Miami,465,15,14,10,24,1.0,9,3,1,0,0,0,0,1,0,0,LB,Prairie View A&M,Texas A&M,SEC
Levi Onwuzurike,Levi Onwuzurike,DET,Detroit,465,14,13,11,24,1.5,7,1,0,0,0,0,0,1,0,0,DE,Washington,Washington,Big Ten
Naquan Jones,Naquan Jones,ARI,Arizona,465,10,9,15,24,3.0,21,3,2,0,0,0,0,0,0,0,DT,Michigan State,Michigan,Big Ten
Calijah Kancey,Calijah Kancey,TB,Tampa Bay,465,10,20,4,24,6.5,41,10,0,0,0,0,0,1,1,0,DT,Pittsburgh,Pittsburgh,ACC
Junior Colson,Junior Colson,LAC,LA Chargers,465,9,13,11,24,0.0,0,0,1,0,0,0,0,0,0,0,LB,Michigan,Michigan,Big Ten
Jeremiah Pharms Jr.,Jeremiah Pharms Jr.,NE,New England,465,14,13,11,24,2.0,5,4,0,0,0,0,0,0,0,0,DT,Friends (KS),,
Sheldon Day,Sheldon Day,WSH,Washington,476,10,12,11,23,0.0,0,2,1,0,0,0,0,0,0,0,DT,Notre Dame,Notre Dame,FBS Independent
Dalvin Tomlinson,Dalvin Tomlinson,CLE,Cleveland,476,15,12,11,23,3.0,24,5,0,0,0,0,0,0,0,0,DT,Alabama,Alabama,SEC
J.T. Gray,J.T. Gray,NO,New Orleans,476,14,12,11,23,0.0,0,0,0,0,0,0,0,1,0,0,DB,Mississippi State,Mississippi St.,SEC
Ahkello Witherspoon,Ahkello Witherspoon,LAR,LA Rams,476,11,19,4,23,0.0,0,0,6,0,0,0,0,0,0,0,DB,Colorado,Colorado,Big 12
Clelin Ferrell,Clelin Ferrell,WSH,Washington,476,12,11,12,23,3.5,21,4,0,0,0,0,0,1,0,0,DE,Clemson,Clemson,ACC
Jake Hansen,Jake Hansen,HOU,Houston,476,14,14,9,23,1.0,0,1,0,0,0,0,0,0,0,0,LB,Illinois,Illinois,Big Ten
L'Jarius Sneed,L'Jarius Sneed,TEN,Tennessee,476,5,19,4,23,0.0,0,2,0,0,0,0,0,0,0,0,DB,Louisiana Tech,Louisiana Tech,CUSA
Isaiah Rodgers,Isaiah Rodgers,PHI,Philadelphia,476,13,16,7,23,0.0,0,0,3,0,0,0,0,1,0,0,DB,Massachusetts,Massachusetts,FBS Independent
Michael Carter II,Michael Carter,NYJ,Arizona,476,12,20,3,23,0.0,0,1,1,0,0,0,0,0,1,0,RB,North Carolina,North Carolina,ACC
Michael Carter II,Michael Carter,NYJ,NY Jets,476,12,20,3,23,0.0,0,1,1,0,0,0,0,0,1,0,DB,Duke,Duke,ACC
Tre Brown,Tre Brown,SEA,Seattle,476,11,19,4,23,0.0,0,0,1,0,0,0,0,0,0,0,DB,Oklahoma,Oklahoma,SEC
D.J. Davidson,D.J. Davidson,NYG,NY Giants,476,12,12,11,23,2.0,17,2,0,0,0,0,0,0,2,0,DT,Arizona State,Arizona,Big 12
Joe Tryon-Shoyinka,Joe Tryon-Shoyinka,TB,Tampa Bay,476,13,14,9,23,2.0,20,3,2,0,0,0,0,1,0,0,LB,Washington,Washington,Big Ten
Logan Hall,Logan Hall,TB,Tampa Bay,476,14,14,9,23,4.5,30,4,1,0,0,0,0,0,1,0,DE,Houston,Houston,Big 12
Tyree Wilson,Tyree Wilson,LV,Las Vegas,476,14,15,8,23,4.0,31,6,0,0,0,0,0,1,0,0,DE,Texas Tech,Texas Tech,Big 12
Zach Harrison,Zach Harrison,ATL,Atlanta,476,15,5,18,23,1.0,2,3,2,0,0,0,0,0,0,0,DE,Ohio State,Ohio State,Big Ten
Carrington Valentine,Carrington Valentine,GB,Green Bay,476,12,10,13,23,0.0,0,0,4,1,20,20,0,0,0,0,DB,Kentucky,Kentucky,SEC
DaQuan Jones,DaQuan Jones,BUF,Buffalo,492,15,11,11,22,2.0,10,5,1,0,0,0,0,0,0,0,DT,Penn State,Penn St.,Big Ten
Ogbo Okoronkwo,Ogbonnia Okoronkwo,CLE,Cleveland,492,15,14,8,22,3.0,26,5,0,0,0,0,0,1,0,0,DE,Oklahoma,Oklahoma,SEC
Ben Niemann,Ben Niemann,DET,Detroit,492,15,10,12,22,0.0,0,0,1,0,0,0,0,0,1,0,LB,Iowa,Iowa,Big Ten
Ja'Sir Taylor,Ja'Sir Taylor,LAC,LA Chargers,492,13,12,10,22,0.0,0,1,5,0,0,0,0,0,1,0,DB,Wake Forest,Wake Forest,ACC
Josh Hayes,Josh Hayes,TB,Tampa Bay,492,13,12,10,22,0.0,0,0,3,0,0,0,0,0,1,0,DB,Kansas State,Kansas,Big 12
Tristin McCollum,Tristin McCollum,PHI,Philadelphia,492,12,15,7,22,0.0,0,0,2,0,0,0,0,0,0,0,DB,Sam Houston State,Houston,Big 12
James Pierre,James Pierre,PIT,Pittsburgh,492,13,16,6,22,0.0,0,0,2,1,18,18,0,2,0,0,DB,Florida Atlantic,Florida,SEC
Dennis Gardeck,Dennis Gardeck,ARI,Arizona,492,7,17,5,22,3.0,19,6,2,1,10,10,0,1,0,0,LB,Sioux Falls,,
Kayvon Thibodeaux,Kayvon Thibodeaux,NYG,NY Giants,492,10,12,10,22,3.0,27,6,1,0,0,0,0,0,0,0,LB,Oregon,Oregon,Big Ten
SirVocea Dennis,SirVocea Dennis,TB,Tampa Bay,492,4,14,8,22,1.0,13,1,0,0,0,0,0,0,0,0,LB,Pittsburgh,Pittsburgh,ACC
Chop Robinson,David Martin-Robinson,MIA,Tennessee,492,15,13,9,22,6.0,43,7,4,0,0,0,0,0,0,0,TE,Temple,Temple,The American
Leonard Taylor III,Leonard Taylor,NYJ,NY Jets,492,12,11,11,22,1.5,9,4,1,0,0,0,0,0,0,0,DT,Miami,Miami (FL),ACC
Thomas Harper,Thomas Harper,LV,Las Vegas,492,13,11,11,22,0.0,0,0,1,0,0,0,0,0,1,0,DB,Notre Dame,Notre Dame,FBS Independent
Evan Anderson,Evan Anderson,SF,San Francisco,492,10,11,11,22,1.0,2,2,0,0,0,0,0,1,1,0,DT,Florida Atlantic,Florida,SEC
Nick Bellore,Nick Bellore,WSH,Washington,506,14,11,10,21,0.0,0,1,0,0,0,0,0,0,0,0,LB,Central Michigan,Michigan,Big Ten
Joey Bosa,Joey Bosa,LAC,LA Chargers,506,12,16,5,21,5.0,24,5,0,0,0,0,0,2,0,0,LB,Ohio State,Ohio State,Big Ten
Charles Harris,Charles Harris,CAR/PHI,Philadelphia,506,12,15,6,21,3.0,18,4,0,0,0,0,0,0,0,0,DE,Missouri,Missouri,SEC
