PLR_NAME,Player,Team ABR,Team,RK,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS.1,LNG,TD,FF,FR,FTD,Position,College,School,Conference
JuJu Smith-Schuster,JuJu Smith-Schuster,KC,Kansas City,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern California,Southern California,Big Ten
Dallas Goedert,Dallas Goedert,PHI,Philadelphia,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,South Dakota State,NC State,ACC
Terry McLaurin,Terry McLaurin,WSH,Washington,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Ohio State,Ohio State,Big Ten
Khari Blasingame,Khari Blasingame,CHI/PHI,Philadelphia,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Vanderbilt,Vanderbilt,SEC
Jackson Barton,Jackson Barton,ARI,Arizona,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Utah,Utah,Big 12
Braxton Berrios,Braxton Berrios,MIA,Miami,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Miami,Miami (FL),ACC
Oshane Ximines,Oshane Ximines,NE,New England,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Old Dominion,Old Dominion,Sun Belt
Jason Sanders,Jason Sanders,MIA,Miami,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,New Mexico,New Mexico,Mountain West
Nik Needham,Nik Needham,MIA,Miami,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Texas-El Paso,Texas,SEC
Deebo Samuel Sr.,Deebo Samuel,SF,San Francisco,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,South Carolina,South Carolina,SEC
Josh Woods,Josh Woods,ATL,Atlanta,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Maryland,Maryland,Big Ten
Allen Lazard,Allen Lazard,NYJ,NY Jets,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Iowa State,Iowa,Big Ten
Evan Brown,Evan Brown,ARI,Arizona,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Southern Methodist,Ga. Southern,Sun Belt
Matthew Wright,Jauan Jennings,KC/SF,San Francisco 49ers,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Tennessee,Tennessee,SEC
Jordan Akins,Jordan Akins,CLE,Cleveland,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Central Florida,Florida,SEC
D'Ernest Johnson,D'Ernest Johnson,JAX,Jacksonville,1132,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,South Florida,Florida,SEC
Chris Brooks,Christopher Brooks,GB,Green Bay,1132,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Brigham Young,BYU,Big 12
Chris Lindstrom,Chris Lindstrom,ATL,Atlanta,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Boston College,Boston College,ACC
KaVontae Turpin,KaVontae Turpin,DAL,Dallas,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas Christian,Texas,SEC
Tanner Muse,Tanner McCalister,JAX,Denver,1132,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Ohio State,Ohio State,Big Ten
Connor Williams,Kevin Dotson,SEA,Los Angeles Rams,1132,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,Guard,Louisiana,Louisiana,Sun Belt
Blake Ferguson,Blake Ferguson,MIA,Miami,1132,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,Louisiana State,Louisiana,Sun Belt
Jauan Jennings,Jauan Jennings,SF,San Francisco,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Tennessee,Tennessee,SEC
Scotty Miller,Scott Miller,PIT,Pittsburgh,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Bowling Green,Bowling Green,MAC
DJ Moore,D.J. Moore,CHI,Chicago,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Maryland,Maryland,Big Ten
Duke Shelley,Michael Dickson,NYG,Seattle Seahawks,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Texas,Texas,SEC
Tony Pollard,Tony Pollard,TEN,Tennessee,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Memphis,Memphis,The American
James Proche II,James Proche,CLE,Cleveland,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern Methodist,Ga. Southern,Sun Belt
Tyler Bass,Tyler Bass,BUF,Buffalo,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Georgia Southern,Georgia,SEC
Kevin Dotson,Kevin Dotson,LAR,LA Rams,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Louisiana-Lafayette,Louisiana,Sun Belt
Daniel Jones,Daniel Jones,NYG,Minnesota,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Duke,Duke,ACC
Josh Allen,Josh Allen,BUF,Buffalo,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Wyoming,Wyoming,Mountain West
Britain Covey,Britain Covey,PHI,Philadelphia,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Utah,Utah,Big 12
Saquon Barkley,Saquon Barkley,PHI,Philadelphia,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Penn State,Penn St.,Big Ten
Michael Dickson,Michael Dickson,SEA,Seattle,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Texas,Texas,SEC
Jake Bailey,Jake Bailey,MIA,Miami,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Stanford,Stanford,ACC
Diontae Johnson,Dyontae Johnson,BAL/CAR,NY Giants,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Toledo,Toledo,MAC
Bobby Price,Bobby Price,WSH,Washington,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Norfolk State,NC State,ACC
Jawaan Taylor,Jawaan Taylor,KC,Kansas City,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Florida,Florida,SEC
Trayveon Williams,Trayveon Williams,CIN,Cincinnati,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Texas A&M,Texas A&M,SEC
Zack Moss,Zack Moss,CIN,Cincinnati,1132,8,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Utah,Utah,Big 12
Mitch Wishnowsky,Mitch Wishnowsky,SF,San Francisco,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Utah,Utah,Big 12
Justice Hill,Justice Hill,BAL,Baltimore,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Oklahoma State,Oklahoma,SEC
Justin Herbert,Justin Herbert,LAC,LA Chargers,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Oregon,Oregon,Big Ten
Luke Wattenberg,Luke Wattenberg,DEN,Denver,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Washington,Washington,Big Ten
Devin Duvernay,Devin Duvernay,JAX,Jacksonville,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas,Texas,SEC
Corey Bojorquez,Corey Bojorquez,CLE,Cleveland,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,New Mexico,New Mexico,Mountain West
Jalen Hurts,Jalen Hurts,PHI,Philadelphia,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Oklahoma,Oklahoma,SEC
Devin Singletary,Devin Singletary,NYG,NY Giants,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Florida Atlantic,Florida,SEC
Dillon Radunz,Dillon Radunz,TEN,Tennessee,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,North Dakota State,NC State,ACC
Cordell Volson,Cordell Volson,CIN,Cincinnati,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,North Dakota State,NC State,ACC
William Kwenkeu,William Kwenkeu,BAL,Baltimore,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Temple,Temple,The American
Curtis Robinson,Curtis Robinson,SF,San Francisco,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Stanford,Stanford,ACC
Miles Sanders,Miles Sanders,CAR,Carolina,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Penn State,Penn St.,Big Ten
Blake Gillikin,Blake Gillikin,ARI,Arizona,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Penn State,Penn St.,Big Ten
Josh Jacobs,Josh Jacobs,GB,Green Bay,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Alabama,Alabama,SEC
A.J. Brown,A.J. Brown,PHI,Philadelphia,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Mississippi,Mississippi St.,SEC
Alexander Mattison,Alexander Mattison,LV,Las Vegas,1132,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Boise State,Boise St.,Mountain West
Ryan Van Demark,Ryan Van Demark,BUF,Buffalo,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Connecticut,UConn,FBS Independent
Tee Higgins,Tee Higgins,CIN,Cincinnati,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Clemson,Clemson,ACC
Travis Etienne Jr.,Travis Etienne,JAX,Jacksonville,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Clemson,Clemson,ACC
Cam Akers,Cam Akers,HOU/MIN,Minnesota,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Florida State,Florida,SEC
Trenton Gill,Cam Gill,TB,Carolina,1132,8,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Wagner,,
Noah Gray,Noah Gray,KC,Kansas City,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Duke,Duke,ACC
Brock Hoffman,Brock Hoffman,DAL,Dallas,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Virginia Tech,Virginia Tech,ACC
Grant Calcaterra,Grant Calcaterra,PHI,Philadelphia,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Southern Methodist,Ga. Southern,Sun Belt
Trey Sermon,Trey Sermon,IND,Indianapolis,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Ohio State,Ohio State,Big Ten
Brian Robinson Jr.,Brian Robinson,WSH,Washington,1132,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Alabama,Alabama,SEC
DeVonta Smith,DeVonta Smith,PHI,Philadelphia,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Alabama,Alabama,SEC
Tua Tagovailoa,Tua Tagovailoa,MIA,Miami,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Alabama,Alabama,SEC
Jedrick Wills Jr.,Jedrick Wills,CLE,Cleveland,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Alabama,Alabama,SEC
Nephi Sewell,Nephi Sewell,NO,New Orleans,1132,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Utah,Utah,Big 12
Cody White,Cody White,SEA,Seattle,1132,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Michigan State,Michigan,Big Ten
Josh Myers,Josh Myers,GB,Green Bay,1132,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Ohio State,Ohio State,Big Ten
Jonathan Taylor,Jonathan Taylor,IND,Indianapolis,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Wisconsin,Wisconsin,Big Ten
Aaron Banks,Aaron Banks,SF,San Francisco,1132,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Notre Dame,Notre Dame,FBS Independent
Princeton Fant,Princeton Fant,DAL,Dallas,1132,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Tennessee,Tennessee,SEC
Trey Smith,Trey Smith,KC,Kansas City,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Tennessee,Tennessee,SEC
Drew Dalman,Drew Dalman,ATL,Atlanta,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Stanford,Stanford,ACC
Tucker Fisk,Tucker Fisk,LAC,LA Chargers,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Stanford,Stanford,ACC
Dylan Parham,Dylan Parham,LV,Las Vegas,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Memphis,Memphis,The American
Tim Jones,Tim Jones,JAX,Jacksonville,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern Mississippi,Southern Miss.,Sun Belt
McClendon Curtis,McClendon Curtis,SEA,Seattle,1132,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Tennessee-Chattanooga,Tennessee,SEC
Matt Gay,Matt Gay,IND,Indianapolis,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Utah,Utah,Big 12
Andre Jones Jr.,Andre Jones,WSH,Washington,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DE,Louisiana-Lafayette,Louisiana,Sun Belt
Jalen Tolbert,Jalen Tolbert,DAL,Dallas,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,South Alabama,South Alabama,Sun Belt
Andre' Sam,Andre' Sam,PHI,Philadelphia,1132,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Louisiana State,Louisiana,Sun Belt
Demontrey Jacobs,Demontrey Jacobs,NE,New England,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,South Florida,Florida,SEC
Rodney Williams,Dee Williams,PIT,NY Giants,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Tennessee,Tennessee,SEC
Jake Tonges,Jake Tonges,SF,San Francisco,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,California,California,ACC
Aidan O'Connell,Aidan O'Connell,LV,Las Vegas,1132,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Purdue,Purdue,Big Ten
Darren Hall,Jaren Hall,ARI,Seattle,1132,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Brigham Young,BYU,Big 12
Justin Jefferson,Justin Jefferson,MIN,Minnesota,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Louisiana State,Louisiana,Sun Belt
Troy Hairston,Troy Hairston,HOU,Houston,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Central Michigan,Michigan,Big Ten
Jordan Mailata,Jordan Mailata,PHI,Philadelphia,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,--,,
Michael Woods II,Michael Woods,CLE,Cleveland,1132,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Oklahoma,Oklahoma,SEC
Dameon Pierce,Dameon Pierce,HOU,Houston,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Florida,Florida,SEC
Antonio Gibson,Antonio Gibson,NE,New England,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Memphis,Memphis,The American
Trevor Lawrence,Trevor Lawrence,JAX,Jacksonville,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Clemson,Clemson,ACC
Jackson Carman,Jackson Carman,MIA,Miami,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Clemson,Clemson,ACC
Tyrone Tracy Jr.,Tyrone Tracy,NYG,NY Giants,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Purdue,Purdue,Big Ten
Trevor Denbow,Trevor Denbow,IND,Indianapolis,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Southern Methodist,Ga. Southern,Sun Belt
Kendall Williamson,Kendall Williamson,LAC,LA Chargers,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Stanford,Stanford,ACC
Michael Wilson,Michael Wilson,ARI,Arizona,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,WR,Stanford,Stanford,ACC
Brycen Tremayne,Brycen Tremayne,WSH,Washington,1132,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Stanford,Stanford,ACC
Tutu Atwell,Brock Purdy,LAR,San Francisco 49ers,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Iowa State,Iowa,Big Ten
Antonio Grier Jr.,Antonio Grier,TB,Tampa Bay,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Arkansas,Arkansas,SEC
Rashod Bateman,Rashod Bateman,BAL,Baltimore,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Minnesota,Minnesota,Big Ten
David Martin-Robinson,David Martin-Robinson,TEN,Tennessee,1132,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Temple,Temple,The American
Isaiah Likely,Isaiah Likely,BAL,Baltimore,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Coastal Carolina,Coastal Carolina,Sun Belt
Jeremy Ruckert,Jeremy Ruckert,NYJ,NY Jets,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Ohio State,Ohio State,Big Ten
Juice Scruggs,Juice Scruggs,HOU,Houston,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Penn State,Penn St.,Big Ten
Romeo Doubs,Romeo Doubs,GB,Green Bay,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Nevada,Nevada,Mountain West
Evan Deckers,Evan Deckers,TB,Tampa Bay,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,Duke,Duke,ACC
Brock Purdy,Brock Purdy,SF,San Francisco,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Iowa State,Iowa,Big Ten
Anthony Johnson Jr.,Anthony Johnson,NYG,NY Giants,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Iowa State,Iowa,Big Ten
Tanner McCalister,Tanner McCalister,DEN,Denver,1132,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Ohio State,Ohio State,Big Ten
Christian Darrisaw,Christian Darrisaw,MIN,Minnesota,1132,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Virginia Tech,Virginia Tech,ACC
Cameron Dicker,Cameron Dicker,LAC,LA Chargers,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Texas,Texas,SEC
Keaontay Ingram,Keaontay Ingram,KC,Kansas City,1132,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Southern California,Southern California,Big Ten
Bernhard Raimann,Bernhard Raimann,IND,Indianapolis,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Central Michigan,Michigan,Big Ten
Kelvin Joseph,Kelvin Joseph,IND,Minnesota,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Kentucky,Kentucky,SEC
Damien Lewis,Damien Lewis,CAR,Carolina,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Louisiana State,Louisiana,Sun Belt
Ben Brown,Ben Brown,NE,New England,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Mississippi,Mississippi St.,SEC
Brodric Martin,Brodric Martin,DET,Detroit,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DT,Western Kentucky,Kentucky,SEC
Dante Miller,Dante Miller,NYG,NY Giants,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,South Carolina,South Carolina,SEC
Julius Chestnut,Julius Chestnut,TEN,Tennessee,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,RB,Sacred Heart,,
Andrei Iosivas,Andrei Iosivas,CIN,Cincinnati,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Princeton,,
Mason McCormick,Mason McCormick,PIT,Pittsburgh,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,South Dakota State,NC State,ACC
Jaylen Waddle,Jaylen Waddle,MIA,Miami,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Alabama,Alabama,SEC
Kevin Austin Jr.,Kevin Austin,NO,New Orleans,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Notre Dame,Notre Dame,FBS Independent
British Brooks,British Brooks,HOU,Houston,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,North Carolina,North Carolina,ACC
Dallin Holker,Dallin Holker,NO,New Orleans,1132,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Colorado State,Colorado,Big 12
Kitan Oladapo,Kitan Oladapo,GB,Green Bay,1132,6,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Oregon State,Oregon,Big Ten
Luke Goedeke,Luke Goedeke,TB,Tampa Bay,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Central Michigan,Michigan,Big Ten
Trey Lance,Trey Lance,DAL,Dallas,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,North Dakota State,NC State,ACC
Matt Orzech,Matt Orzech,GB,Green Bay,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,Azusa Pacific,,
Anthony Pittman,Anthony Pittman,DET/JAX,Detroit,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Wayne State (MI),NC State,ACC
Jayden Daniels,Jayden Daniels,WSH,Washington,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Louisiana State,Louisiana,Sun Belt
George Pickens,George Pickens,PIT,Pittsburgh,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Georgia,Georgia,SEC
Ramel Keyton,Ramel Keyton,LV,Las Vegas,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Tennessee,Tennessee,SEC
Sean Rhyan,Sean Rhyan,GB,Green Bay,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,UCLA,UCLA,Big Ten
Jonathan Mingo,Jonathan Mingo,DAL/CAR,Dallas,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Mississippi,Mississippi St.,SEC
Davis Allen,Davis Allen,LAR,LA Rams,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Clemson,Clemson,ACC
Elijah Higgins,Elijah Higgins,ARI,Arizona,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Stanford,Stanford,ACC
Sam Howell,Sam Howell,SEA,Seattle,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,North Carolina,North Carolina,ACC
Luke McCaffrey,Luke McCaffrey,WSH,Washington,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Rice,Rice,The American
DeMario Douglas,Demario Douglas,NE,New England,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Liberty,Liberty,CUSA
Mohamed Kamara,Mohamed Kamara,MIA,Miami,1132,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Colorado State,Colorado,Big 12
Gabriel Murphy,Gabriel Murphy,MIN,Minnesota,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,UCLA,UCLA,Big Ten
Reddy Steward,Reddy Steward,CHI,Chicago,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0,DB,Troy State,Troy,Sun Belt
Dontayvion Wicks,Dontayvion Wicks,GB,Green Bay,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Virginia,Virginia,ACC
Broderick Jones,Broderick Jones,PIT,Pittsburgh,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Georgia,Georgia,SEC
Eli Ricks,Eli Ricks,PHI,Philadelphia,1132,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Alabama,Alabama,SEC
Quentin Johnston,Quentin Johnston,LAC,LA Chargers,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas Christian,Texas,SEC
Anthony Richardson,Anthony Richardson,IND,Indianapolis,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Florida,Florida,SEC
Peter Skoronski,Peter Skoronski,TEN,Tennessee,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Northwestern,Northwestern,Big Ten
De'Von Achane,De'Von Achane,MIA,Miami,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Texas A&M,Texas A&M,SEC
Jaheim Bell,Jaheim Bell,NE,New England,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Florida State,Florida,SEC
Beau Brade,Beau Brade,BAL,Baltimore,1132,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Maryland,Maryland,Big Ten
Zay Flowers,Zay Flowers,BAL,Baltimore,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Boston College,Boston College,ACC
Jahmyr Gibbs,Jahmyr Gibbs,DET,Detroit,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Alabama,Alabama,SEC
Patrick McMorris,Patrick McMorris,MIA,Miami,1132,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,California,California,ACC
Asim Richards,Asim Richards,DAL,Dallas,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,North Carolina,North Carolina,ACC
Brenton Strange,Brenton Strange,JAX,Jacksonville,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Penn State,Penn St.,Big Ten
Kyren Williams,Kyren Williams,LAR,LA Rams,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Notre Dame,Notre Dame,FBS Independent
Jalen McMillan,Jalen McMillan,TB,Tampa Bay,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Washington,Washington,Big Ten
Roger Rosengarten,Roger Rosengarten,BAL,Baltimore,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Washington,Washington,Big Ten
Rome Odunze,Rome Odunze,CHI,Chicago,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Washington,Washington,Big Ten
Drake Maye,Drake Maye,NE,New England,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,North Carolina,North Carolina,ACC
Amarius Mims,Amarius Mims,CIN,Cincinnati,1132,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Georgia,Georgia,SEC
Marvin Harrison Jr.,Marvin Harrison,ARI,Arizona,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Ohio State,Ohio State,Big Ten
