PLR_NAME,Player,Team ABR,Team,RK,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS.1,LNG,TD,FF,FR,FTD,Position,College
Amen Ogbongbemiga,Amen Ogbongbemiga,CHI,Chicago,627,15,7,6,13,1.0,10,1,0,0,0,0,0,0,0,0,LB,Oklahoma State
Victor Dimukeje,Victor Dimukeje,ARI,Arizona,627,10,8,5,13,0.0,0,2,0,0,0,0,0,1,0,0,LB,Duke
DeAngelo Malone,DeAngelo Malone,ATL,Atlanta,627,15,8,5,13,2.0,12,3,0,0,0,0,0,0,0,0,LB,Western Kentucky
Amari Burney,Amari Burney,LV,Las Vegas,627,15,7,6,13,1.0,11,2,0,0,0,0,0,1,0,0,LB,Florida
Kaevon Merriweather,Kaevon Merriweather,TB,Tampa Bay,627,12,8,5,13,1.0,0,0,0,0,0,0,0,0,1,0,DB,Iowa
Asante Samuel Jr.,Asante Samuel,LAC,LA Chargers,627,4,11,2,13,0.0,0,0,2,0,0,0,0,0,0,0,DB,Florida State
Jaylen Harrell,Jaylen Harrell,TEN,Tennessee,627,15,8,5,13,0.0,0,2,0,0,0,0,0,0,0,0,LB,Michigan
Tommy Eichenberg,Tommy Eichenberg,LV,Las Vegas,627,12,8,5,13,0.0,0,0,0,0,0,0,0,0,0,0,LB,Ohio State
Marshawn Kneeland,Marshawn Kneeland,DAL,Dallas,627,9,8,5,13,0.0,0,1,1,0,0,0,0,0,1,0,DE,Western Michigan
Brandon Joseph,Brandon Bouyer-Randle,DET,Cleveland,627,14,11,2,13,0.0,0,0,1,0,0,0,0,0,0,0,LB,Connecticut
William Gholston,William Gholston,TB,Tampa Bay,649,15,6,6,12,1.0,4,1,0,0,0,0,0,0,0,0,DE,Michigan State
Kwon Alexander,Kwon Alexander,DEN/DET,Detroit,649,5,4,8,12,0.0,0,0,0,0,0,0,0,1,1,0,LB,Louisiana State
Yannick Ngakoue,Yannick Ngakoue,BAL/NE,New England,649,10,5,7,12,1.5,4,1,0,0,0,0,0,0,0,0,LB,Maryland
Ja'Whaun Bentley,Ja'Whaun Bentley,NE,New England,649,2,7,5,12,0.5,3,0,0,0,0,0,0,0,0,0,LB,Purdue
Chris Lammons,Chris Lammons,IND,Indianapolis,649,13,10,2,12,1.0,22,1,0,0,0,0,0,1,2,0,DB,South Carolina
Sione Takitaki,Sione Takitaki,NE,New England,649,9,4,8,12,0.0,0,0,0,0,0,0,0,0,0,0,LB,Brigham Young
Khalil Davis,Khalil Davis,HOU/SF,San Francisco,649,12,7,5,12,1.0,5,4,0,0,0,0,0,0,0,0,DT,Nebraska
Zayne Anderson,Zayne Anderson,GB,Green Bay,649,14,10,2,12,0.0,0,0,0,0,0,0,0,0,0,0,DB,Brigham Young
Kristian Welch,Kristian Welch,BAL/DEN,Baltimore,649,13,6,6,12,0.0,0,0,0,0,0,0,0,0,0,0,LB,Iowa
Richie Grant,Richie Grant,ATL,Atlanta,649,15,11,1,12,0.0,0,1,1,0,0,0,0,0,0,0,DB,Central Florida
C.J. Brewer,C.J. Brewer,TB,Tampa Bay,649,11,7,5,12,2.0,11,3,2,0,0,0,0,0,0,0,DT,Coastal Carolina
Segun Olubi,Segun Olubi,IND,Indianapolis,649,15,6,6,12,0.0,0,0,0,0,0,0,0,1,1,0,LB,San Diego State
Ta'Quon Graham,Ta'Quon Graham,ATL,Atlanta,649,10,6,6,12,0.0,0,0,0,0,0,0,0,0,0,0,DT,Texas
Juanyeh Thomas,Juanyeh Thomas,DAL,Dallas,649,11,9,3,12,0.0,0,0,1,0,0,0,0,1,0,0,DB,Georgia Tech
Thomas Booker IV,Thomas Booker,PHI,Philadelphia,649,15,6,6,12,0.5,2,2,1,0,0,0,0,0,0,0,DT,Stanford
Moro Ojomo,Moro Ojomo,PHI,Philadelphia,649,15,5,7,12,0.0,0,0,0,0,0,0,0,0,0,0,DT,Texas
Maema Njongmeta,Maema Njongmeta,CIN,Cincinnati,649,15,7,5,12,0.0,0,0,0,0,0,0,0,0,2,0,LB,Wisconsin
Eric Watts,Eric Watts,NYJ,NY Jets,649,12,7,5,12,0.0,0,0,0,0,0,0,0,0,0,0,DE,Connecticut
Miles Killebrew,Miles Killebrew,PIT,Pittsburgh,667,15,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0,DB,Southern Utah
Quinton Jefferson,Quinton Jefferson,BUF/CLE,Buffalo,667,10,3,8,11,2.0,18,2,0,0,0,0,0,0,0,0,DT,Maryland
Tyus Bowser,Tyus Bowser,SEA/MIA,Miami,667,9,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0,LB,Houston
Duke Riley,Duke Riley,MIA,Miami,667,15,5,6,11,0.0,0,0,0,0,0,0,0,0,0,0,LB,Louisiana State
Jalen Reeves-Maybin,Jalen Reeves-Maybin,DET,Detroit,667,8,7,4,11,0.0,0,0,0,0,0,0,0,1,0,0,LB,Tennessee
Matt Milano,Matt Milano,BUF,Buffalo,667,3,5,6,11,0.0,0,1,0,0,0,0,0,0,1,0,LB,Boston College
Montravius Adams,Montravius Adams,PIT,Pittsburgh,667,9,8,3,11,1.0,9,2,0,0,0,0,0,0,0,0,DT,Auburn
Greg Gaines,Greg Gaines,TB,Tampa Bay,667,13,4,7,11,1.0,5,2,0,0,0,0,0,0,0,0,DT,Washington
Jeremy McNichols,Jeremy McNichols,WSH,Washington,667,15,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0,RB,Boise State
Kevin Givens,Kevin Givens,SF,San Francisco,667,8,6,5,11,3.5,8,2,0,0,0,0,0,0,0,0,DT,Penn State
Tomon Fox,Tomon Fox,NYG,NY Giants,667,9,4,7,11,1.0,8,1,0,0,0,0,0,0,0,0,LB,North Carolina
Eric Johnson II,Eric Johnson,NE,New England,667,9,2,9,11,0.0,0,0,0,0,0,0,0,0,0,0,DT,Missouri State
Eyioma Uwazurike,Eyioma Uwazurike,DEN,Denver,667,4,3,8,11,0.5,2,0,0,0,0,0,0,0,0,0,DT,Iowa State
Josh Blackwell,Josh Blackwell,CHI,Chicago,667,15,9,2,11,0.0,0,0,2,1,10,10,0,0,0,0,DB,Duke
Tycen Anderson,Tycen Anderson,CIN,Cincinnati,667,15,10,1,11,0.0,0,0,0,0,0,0,0,0,0,0,DB,Toledo
Jon Rhattigan,Jon Rhattigan,CAR,Carolina,667,14,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0,LB,Army
Javontae Jean-Baptiste,Javontae Jean-Baptiste,WSH,Washington,667,10,5,6,11,1.0,6,1,0,0,0,0,0,0,0,0,DE,Notre Dame
Nathaniel Watson,Nathaniel Watson,CLE,Cleveland,667,12,8,3,11,0.0,0,0,0,0,0,0,0,0,0,0,LB,Mississippi State
Hunter Luepke,Hunter Luepke,DAL,Dallas,667,14,3,8,11,0.0,0,0,0,0,0,0,0,0,0,0,RB,North Dakota State
Jowon Briggs,Jowon Briggs,CLE,Cleveland,667,4,1,10,11,0.0,0,1,0,0,0,0,0,0,1,0,DT,Cincinnati
Drake Thomas,Drake Thomas,SEA,Seattle,667,15,3,8,11,0.0,0,0,1,0,0,0,0,0,0,0,LB,North Carolina State
Jacoby Windmon,Jacoby Windmon,CAR,Carolina,667,6,6,5,11,1.0,3,1,1,0,0,0,0,0,0,0,LB,Michigan State
Jeremiah Trotter Jr.,Jeremiah Trotter,PHI,Philadelphia,667,15,6,5,11,0.0,0,0,1,0,0,0,0,0,0,0,LB,Clemson
Tyler Owens,Tyler Owens,WSH,Washington,667,12,7,4,11,0.0,0,0,0,0,0,0,0,1,0,0,DB,Texas Tech
Mike Hall Jr.,Jeremiah Pharms Jr.,CLE,New England,667,6,6,5,11,1.0,5,3,0,0,0,0,0,0,0,0,DT,Friends (KS)
Carlos Watkins,Carlos Watkins,WSH/DAL,Dallas,692,14,3,7,10,0.0,0,0,0,0,0,0,0,0,0,0,DE,Clemson
Kevin King,Kevin King,ATL,Atlanta,692,15,6,4,10,0.0,0,0,2,0,0,0,0,0,1,0,DB,Washington
Siran Neal,Siran Neal,MIA,Miami,692,15,8,2,10,0.0,0,0,2,0,0,0,0,0,0,0,DB,Jacksonville State
Bilal Nichols,Bilal Nichols,ARI,Arizona,692,6,6,4,10,0.0,0,1,0,0,0,0,0,0,0,0,DT,Delaware
Greg Stroman Jr.,Greg Stroman,NYG,NY Giants,692,4,9,1,10,0.0,0,0,0,0,0,0,0,0,0,0,DB,Virginia Tech
Ezekiel Turner,Ezekiel Turner,HOU/DET,Detroit,692,8,7,3,10,0.5,4,0,0,0,0,0,0,0,0,0,LB,Washington
Bryce Huff,Bryce Huff,PHI,Philadelphia,692,10,5,5,10,2.5,25,3,0,0,0,0,0,1,0,0,LB,Memphis
Brenden Schooler,Brenden Schooler,NE,New England,692,15,9,1,10,2.0,16,2,0,0,0,0,0,0,0,0,DB,Texas
Darrick Forrest,Darrick Forrest,WSH,Washington,692,8,5,5,10,0.0,0,0,0,0,0,0,0,0,0,0,DB,Cincinnati
Cory Durden,Cory Durden,NYG,NY Giants,692,3,4,6,10,0.0,0,1,0,0,0,0,0,0,0,0,DT,North Carolina State
Caleb Farley,Caleb Farley,CAR,Carolina,692,7,6,4,10,0.0,0,0,0,0,0,0,0,0,0,0,DB,Virginia Tech
Brady Russell,Brady Russell,SEA,Seattle,692,11,6,4,10,0.0,0,0,0,0,0,0,0,0,0,0,TE,Colorado
Kalia Davis,Kalia Davis,SF,San Francisco,692,11,5,5,10,0.0,0,0,1,1,2,2,0,0,0,0,DT,Central Florida
Derrick Barnes,Derrick Barnes,DET,Detroit,692,3,8,2,10,0.0,0,0,1,0,0,0,0,0,0,0,LB,Purdue
Brenton Cox Jr.,Brenton Cox,GB,Green Bay,692,5,6,4,10,3.0,22,4,0,0,0,0,0,1,0,0,LB,Florida
Daniel Hardy,Daniel Hardy,CHI,Chicago,692,15,7,3,10,0.0,0,0,0,0,0,0,0,1,0,0,LB,Montana State
Dylan Horton,Dylan Horton,HOU,Houston,692,11,2,8,10,0.0,0,0,0,0,0,0,0,0,0,0,DE,Texas Christian
Jonathan Harris,Jonathan Harris,CAR,Carolina,692,7,4,6,10,0.0,0,1,0,0,0,0,0,0,1,0,DE,Lindenwood
AJ Finley,A.J. Finley,LAC/SEA,Seattle,692,12,6,4,10,0.0,0,0,0,0,0,0,0,0,0,0,DB,Mississippi
Kelee Ringo,Kelee Ringo,PHI,Philadelphia,692,15,8,2,10,0.0,0,0,0,0,0,0,0,1,1,0,DB,Georgia
Jordan Jefferson,Jordan Jefferson,JAX,Jacksonville,692,6,5,5,10,1.0,9,1,0,0,0,0,0,0,0,0,DT,Louisiana State
Tre Hawkins III,Tre Hawkins,NYG,NY Giants,692,3,8,2,10,0.0,0,0,2,1,0,0,0,0,0,0,DB,Old Dominion
McKinnley Jackson,McKinnley Jackson,CIN,Cincinnati,692,11,4,6,10,1.0,7,2,0,0,0,0,0,1,0,0,DT,Texas A&M
Haason Reddick,Haason Reddick,NYJ,NY Jets,715,8,6,3,9,0.5,4,2,1,0,0,0,0,0,0,0,LB,Temple
Al-Quadin Muhammad,Al-Quadin Muhammad,DET,Detroit,715,7,7,2,9,2.0,14,3,1,0,0,0,0,0,0,0,DL,Miami
Takk McKinley,Jordon Riley,NYJ,New York Giants,715,7,4,5,9,0.5,3,1,0,0,0,0,0,0,0,0,DT,Oregon
Mike Edwards,Mike Edwards,BUF/TB,Tampa Bay,715,6,4,5,9,0.0,0,0,1,0,0,0,0,0,0,0,DB,Kentucky
Mike Edwards,Mike Edwards,BUF/TB,Buffalo,715,6,4,5,9,0.0,0,0,1,0,0,0,0,0,0,0,OG,Campbell
Dre Greenlaw,Dre Greenlaw,SF,San Francisco,715,2,3,6,9,0.0,0,0,0,0,0,0,0,0,0,0,LB,Arkansas
Feleipe Franks,Feleipe Franks,CAR,Carolina,715,14,6,3,9,0.0,0,0,0,0,0,0,0,0,1,0,TE,Arkansas
Elijah Garcia,Elijah Garcia,NYG,NY Giants,715,3,4,5,9,0.0,0,1,0,0,0,0,0,0,0,0,DT,Rice
Ashton Dulin,Ashton Dulin,IND,Indianapolis,715,13,7,2,9,0.0,0,0,0,0,0,0,0,0,0,0,WR,Malone (OH)
Del'Shawn Phillips,Del'Shawn Phillips,HOU,Houston,715,15,4,5,9,0.0,0,0,0,0,0,0,0,0,0,0,LB,Illinois
Jordon Riley,Jordon Riley,NYG,NY Giants,715,11,6,3,9,0.0,0,2,0,0,0,0,0,0,0,0,DT,Oregon
Jacob Hummel,Jordan Magee,LAR,Washington Commanders,715,15,6,3,9,0.0,0,0,0,0,0,0,0,0,0,0,LB,Temple
Matthew Butler,Matthew Butler,LV,Las Vegas,715,7,4,5,9,0.0,0,0,0,0,0,0,0,0,0,0,DT,Tennessee
Vi Jones,Levi Jones,TB,Tampa Bay,715,7,5,4,9,0.0,0,0,0,0,0,0,0,2,0,0,LB,North Carolina State
Xavier Thomas,Xavier Thomas,ARI,Arizona,715,12,5,4,9,2.5,13,2,0,0,0,0,0,1,0,0,LB,Clemson
Keondre Coburn,Keondre Coburn,TEN,Tennessee,715,13,5,4,9,0.0,0,0,0,0,0,0,0,0,0,0,DT,Texas
Rico Payton,Rico Payton,NO,New Orleans,715,13,5,4,9,0.0,0,0,1,0,0,0,0,0,0,0,DB,Pittsburg State
Andrew Booth Jr.,Andrew Booth,DAL,Dallas,715,5,7,2,9,0.0,0,0,0,0,0,0,0,0,0,0,DB,Clemson
DeWayne Carter,DeWayne Carter,BUF,Buffalo,715,9,8,1,9,0.0,0,4,1,0,0,0,0,0,0,0,DT,Duke
Jordan Magee,Jordan Magee,WSH,Washington,715,8,7,2,9,0.0,0,0,0,0,0,0,0,0,0,0,LB,Temple
Mekhi Wingo,Mekhi Wingo,DET,Detroit,715,11,1,8,9,0.0,0,0,0,0,0,0,0,0,0,0,DT,Louisiana State
Dallis Flowers,Dallis Flowers,IND/TB,Tampa Bay,715,5,9,0,9,0.0,0,1,0,0,0,0,0,0,0,0,DB,Pittsburg State
Adam Gotsis,Jeremiah Moon,IND,Pittsburgh Steelers,736,5,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0,LB,Florida
John Johnson III,John Johnson,LAR,LA Rams,736,2,4,4,8,0.0,0,0,1,1,0,0,0,0,0,0,DB,Boston College
Demone Harris,Demone Harris,ATL,Atlanta,736,7,3,5,8,0.0,0,1,1,0,0,0,0,0,0,0,DE,Buffalo
Michael Davis,Michael Davis,WSH,Washington,736,13,1,7,8,0.0,0,0,1,0,0,0,0,0,0,0,DB,Brigham Young
Uchenna Nwosu,Uchenna Nwosu,SEA,Seattle,736,4,3,5,8,0.0,0,0,0,0,0,0,0,0,0,0,LB,Southern California
Kendall Sheffield,Kendall Sheffield,NYJ,NY Jets,736,5,5,3,8,0.0,0,0,0,0,0,0,0,0,0,0,DB,Ohio State
Elijah Campbell,Elijah Campbell,MIA,Miami,736,15,5,3,8,0.0,0,1,0,0,0,0,0,1,0,0,DB,Northern Iowa
Sam Kamara,Sam Kamara,CLE,Cleveland,736,9,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0,DE,Stony Brook
Jeremiah Moon,Jeremiah Moon,PIT,Pittsburgh,736,11,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0,LB,Florida
Caleb Johnson,Caleb Johnson,JAX,Jacksonville,736,15,6,2,8,0.0,0,0,0,0,0,0,0,0,0,0,LB,Houston Baptist
James Houston,James Houston,CLE/DET,Cleveland,736,9,5,3,8,1.0,5,1,0,0,0,0,0,0,0,0,DE,Jackson State
Buddy Johnson,Buddy Johnson,DAL,Dallas,736,12,3,5,8,0.0,0,0,0,0,0,0,0,0,0,0,LB,Texas A&M
Jeff Okudah,Jeffrey Okudah,HOU,Houston,736,5,7,1,8,0.0,0,0,0,0,0,0,0,0,0,0,DB,Ohio State
Arron Mosby,Arron Mosby,GB,Green Bay,736,13,5,3,8,0.5,4,1,1,0,0,0,0,0,0,0,LB,Fresno State
Josh Ross,Josh Ross,BAL/SEA,Seattle,736,15,5,3,8,0.0,0,0,0,0,0,0,0,0,0,0,LB,Michigan
Malik Herring,Malik Herring,KC,Kansas City,736,11,5,3,8,0.0,0,1,0,0,0,0,0,0,0,0,DE,Georgia
Nesta Jade Silvera,Nesta Jade Silvera,LV,San Francisco,736,7,2,6,8,0.0,0,0,0,0,0,0,0,0,0,0,DT,Arizona State
Joe Andreessen,Joe Andreessen,BUF,Buffalo,736,11,4,4,8,0.0,0,0,0,0,0,0,0,0,0,0,LB,Buffalo
Jalyn Armour-Davis,Jalyn Armour-Davis,BAL,Baltimore,736,7,6,2,8,0.0,0,0,1,0,0,0,0,0,0,0,DB,Alabama
David Ojabo,David Ojabo,BAL,Baltimore,736,11,5,3,8,2.0,11,2,0,0,0,0,0,0,0,0,LB,Michigan
JL Skinner,JL Skinner,DEN,Denver,736,12,4,4,8,0.0,0,0,0,0,0,0,0,0,1,0,DB,Boise State
Kris Abrams-Draine,Kris Abrams-Draine,DEN,Denver,736,3,5,3,8,0.0,0,0,2,1,17,17,0,0,0,0,DB,Missouri
Alex Wright,Alex Wright,CLE,Cleveland,736,4,5,3,8,1.0,2,1,0,0,0,0,0,0,0,0,DE,Alabama-Birmingham
Bo Richter,Bo Richter,MIN,Minnesota,736,12,5,3,8,0.0,0,0,0,0,0,0,0,0,1,0,LB,Air Force
Qwan'tez Stiggers,Qwan'tez Stiggers,NYJ,NY Jets,736,13,7,1,8,0.0,0,0,0,0,0,0,0,0,0,0,DB,--
C.J. Goodwin,C.J. Goodwin,DAL,Dallas,761,15,7,0,7,0.0,0,0,0,0,0,0,0,1,0,0,DB,California (PA)
Fabian Moreau,Fabian Moreau,MIN,Minnesota,761,7,6,1,7,0.0,0,0,1,0,0,0,0,0,0,0,DB,UCLA
Javon Hargrave,Javon Hargrave,SF,San Francisco,761,3,4,3,7,1.0,9,1,0,0,0,0,0,0,0,0,DT,South Carolina State
KhaDarel Hodge,Khadarel Hodge,ATL,Atlanta,761,15,4,3,7,0.0,0,1,0,0,0,0,0,0,1,1,WR,Prairie View A&M
Antonio Hamilton Sr.,Antonio Hamilton,ATL,Atlanta,761,11,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,South Carolina State
Jamal Adams,Jamal Adams,DET/TEN,Detroit,761,5,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Louisiana State
Jihad Ward,Jihad Ward,MIN,Minnesota,761,15,5,2,7,1.0,4,1,1,0,0,0,0,0,1,0,LB,Illinois
Trent Sherfield Sr.,Trent Sherfield,MIN,Minnesota,761,15,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0,WR,Vanderbilt
Terrell Edmunds,,PIT/JAX,,761,6,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,,
Irvin Charles,Irvin Charles,NYJ,NY Jets,761,13,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,WR,Indiana (PA)
Daniel Thomas,Daniel Thomas,JAX,Jacksonville,761,13,3,4,7,0.0,0,0,0,0,0,0,0,0,1,0,DB,Auburn
DJ Turner,DJ Turner,LV,Cincinnati,761,12,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Michigan
Cedrick Wilson Jr.,Cedrick Wilson,NO,New Orleans,761,12,2,5,7,0.0,0,0,0,0,0,0,0,0,0,0,WR,Boise State
Travis Homer,Travis Homer,CHI,Chicago,761,10,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0,RB,Miami
Myles Bryant,Myles Bryant,HOU,Houston,761,9,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Washington
Tarvarius Moore,Tarvarius Moore,CHI,Chicago,761,10,7,0,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Southern Mississippi
Sam Franklin Jr.,Sam Franklin,CAR,Carolina,761,8,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Temple
Marcelino McCrary-Ball,Marcelino McCrary-Ball,NYJ,NY Jets,761,10,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0,LB,Indiana
Khaleke Hudson,Khaleke Hudson,CLE/NO,Cleveland,761,15,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,LB,Michigan
Chandler Wooten,Chandler Wooten,CAR,San Francisco,761,3,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0,LB,Auburn
Ali Gaye,Ali Gaye,TEN,Tennessee,761,13,6,1,7,1.0,10,2,0,0,0,0,0,0,0,0,LB,Louisiana State
Kemon Hall,Kemon Hall,DAL,Dallas,761,6,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,North Texas
Dominique Robinson,Dominique Robinson,CHI,Chicago,761,4,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0,LB,Miami (OH)
Rodney Thomas II,Rodney Thomas,IND,Indianapolis,761,15,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Yale
JuJu Brents,JuJu Smith-Schuster,IND,Kansas City,761,1,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern California
Myles Cole,Myles Cole,JAX,Jacksonville,761,6,4,3,7,0.0,0,1,0,0,0,0,0,0,0,0,DE,Texas Tech
Ryan Miller,Ryan Miller,TB,Tampa Bay,761,9,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,WR,Furman
Keidron Smith,Keidron Smith,DEN,Denver,761,9,4,3,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Kentucky
Cory Trice Jr.,Cory Trice,PIT,Pittsburgh,761,4,5,2,7,0.0,0,0,1,1,0,0,0,0,0,0,DB,Purdue
Adetomiwa Adebawore,Adetomiwa Adebawore,IND,Indianapolis,761,15,5,2,7,1.0,8,3,0,0,0,0,0,0,0,0,DT,Northwestern
Emmanuel Forbes Jr.,Emmanuel Forbes,WSH,LA Rams,761,6,2,5,7,0.0,0,0,1,1,19,19,0,0,0,0,DB,Mississippi State
Sanoussi Kane,Sanoussi Kane,BAL,Baltimore,761,13,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0,DB,Purdue
Ruke Orhorhoro,Ruke Orhorhoro,ATL,Atlanta,761,6,3,4,7,0.0,0,1,0,0,0,0,0,0,0,0,DT,Clemson
Nehemiah Pritchett,Nehemiah Pritchett,SEA,Seattle,761,9,4,3,7,0.0,0,0,1,0,0,0,0,0,0,0,DB,Auburn
Ty'Ron Hopper,Ty'Ron Hopper,GB,Green Bay,761,14,5,2,7,0.0,0,0,0,0,0,0,0,0,0,0,LB,Missouri
Amare Barno,Amaré Barno,CAR,Carolina,761,4,4,3,7,1.0,3,1,0,0,0,0,0,0,0,0,LB,Virginia Tech
Art Green,Art Green,NYG,NY Giants,761,7,5,2,7,0.0,0,0,0,0,0,0,0,1,0,0,DB,Houston
Marcellas Dial Jr.,Marcellas Dial,NE,New England,761,15,2,5,7,0.0,0,0,0,0,0,0,0,1,0,0,DB,South Carolina
Sione Vaki,Sione Vaki,DET,Detroit,761,14,7,0,7,0.0,0,0,0,0,0,0,0,1,0,0,RB,Utah
Jordan Phillips,Jordan Phillips,BUF/DAL,Buffalo,800,7,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0,DT,Oklahoma
Dare Ogunbowale,Dare Ogunbowale,HOU,Houston,800,15,3,3,6,0.0,0,0,0,0,0,0,0,1,0,0,RB,Wisconsin
Cameron Sutton,Cameron Sutton,PIT,Pittsburgh,800,7,1,5,6,0.0,0,0,2,0,0,0,0,0,0,0,DB,Tennessee
Mike Ford Jr.,Mike Ford,CLE,Cleveland,800,15,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0,DB,Southeast Missouri State
M.J. Stewart,M.J. Stewart,HOU,Houston,800,13,3,3,6,0.0,0,0,0,0,0,0,0,0,1,0,DB,North Carolina
Derrick Nnadi,Derrick Nnadi,KC,Kansas City,800,15,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0,DT,Florida State
Armon Watts,Armon Watts,NYG,NY Giants,800,4,3,3,6,0.0,0,2,0,0,0,0,0,0,0,0,DT,Arkansas
Myles Adams,Myles Adams,SEA/DET,Detroit,800,5,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0,DE,Rice
Lonnie Johnson Jr.,Lonnie Johnson,CAR,Carolina,800,14,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0,DB,Kentucky
Jayden Peevy,Jayden Peevy,CAR,Houston,800,4,2,4,6,1.5,3,1,1,0,0,0,0,1,0,0,DE,Texas A&M
Markquese Bell,Markquese Bell,DAL,Dallas,800,9,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0,DB,Florida A&M
Connor Heyward,Connor Heyward,PIT,Pittsburgh,800,15,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0,RB,Michigan State
Jaelan Phillips,Jaelan Phillips,MIA,Miami,800,4,2,4,6,1.0,6,1,2,0,0,0,0,0,0,0,LB,Miami
Kurt Hinish,Kurt Hinish,HOU,Houston,800,8,1,5,6,0.0,0,0,0,0,0,0,0,0,0,0,DT,Notre Dame
Jonathan Ford,Jonathan Ford,CHI,Chicago,800,2,1,5,6,0.0,0,1,0,0,0,0,0,0,0,0,DT,Miami
Brian Asamoah II,Brian Asamoah,MIN,Minnesota,800,15,4,2,6,0.0,0,0,0,0,0,0,0,1,0,0,LB,Oklahoma
Desjuan Johnson,Desjuan Johnson,LAR,LA Rams,800,8,1,5,6,0.0,0,0,0,0,0,0,0,0,0,0,DE,Toledo
Christian Barmore,Christian Barmore,NE,New England,800,4,6,0,6,1.0,2,1,0,0,0,0,0,0,0,0,DT,Alabama
Cameron McGrone,Cameron McGrone,IND,Indianapolis,800,8,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0,LB,Michigan
Tyler Allgeier,Tyler Allgeier,ATL,Atlanta,800,15,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0,RB,Brigham Young
Scott Matlock,Scott Matlock,LAC,LA Chargers,800,15,2,4,6,1.0,6,1,1,0,0,0,0,0,0,0,RB,Boise State
Chris Smith II,Chris Smith,LV,Detroit,800,15,2,4,6,0.0,0,0,0,0,0,0,0,0,0,0,DT,Notre Dame
Dareke Young,Dareke Young,SEA,Seattle,800,12,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0,WR,Lenoir-Rhyne
Corey Ballentine,Corey Ballentine,GB,Green Bay,800,12,6,0,6,0.0,0,0,0,0,0,0,0,1,0,0,DB,Washburn
Cade Stover,Cade Stover,HOU,Houston,800,13,6,0,6,0.0,0,0,0,0,0,0,0,0,0,0,TE,Ohio State
Kei'Trel Clark,Kei'Trel Clark,ARI,Arizona,800,13,4,2,6,1.0,0,1,0,0,0,0,0,0,0,0,DB,Louisville
Braiden McGregor,Braiden McGregor,NYJ,NY Jets,800,7,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0,DE,Michigan
Will Shipley,Will Shipley,PHI,Philadelphia,800,15,5,1,6,0.0,0,0,0,0,0,0,0,0,0,0,RB,Clemson
Ennis Rakestraw Jr.,Ennis Rakestraw,DET,Detroit,800,8,4,2,6,0.0,0,0,0,0,0,0,0,0,0,0,DB,Missouri
Darius Robinson,Darius Robinson,ARI,Arizona,800,4,1,5,6,1.0,0,0,0,0,0,0,0,0,0,0,DT,Missouri
Deane Leonard,Deane Leonard,LAC,LA Chargers,800,9,4,2,6,0.0,0,0,2,0,0,0,0,0,0,0,DB,Mississippi
Thomas Incoom,Thomas Incoom,CAR,Carolina,800,7,6,0,6,0.0,0,1,0,0,0,0,0,0,0,0,LB,Central Michigan
Casey Kreiter,Casey Kreiter,NYG,NY Giants,832,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,LS,Iowa
Michael Burton,Michael Burton,DEN,Denver,832,15,1,4,5,0.0,0,0,0,0,0,0,0,0,0,0,RB,Rutgers
